Label,ImageNumber,ObjectNumber,Metadata_Well,Cells_Number_Object_Number,Cells_Children_Cytoplasm_Count,Cells_Location_Center_X,Cells_Location_Center_Y,Cells_Location_Center_Z,Cells_Parent_Nuclei,Cytoplasm_Number_Object_Number,Cytoplasm_Intensity_IntegratedIntensityEdge_GFP,Cytoplasm_Intensity_IntegratedIntensity_GFP,Cytoplasm_Intensity_LowerQuartileIntensity_GFP,Cytoplasm_Intensity_MADIntensity_GFP,Cytoplasm_Intensity_MassDisplacement_GFP,Cytoplasm_Intensity_MaxIntensityEdge_GFP,Cytoplasm_Intensity_MaxIntensity_GFP,Cytoplasm_Intensity_MeanIntensityEdge_GFP,Cytoplasm_Intensity_MeanIntensity_GFP,Cytoplasm_Intensity_MedianIntensity_GFP,Cytoplasm_Intensity_MinIntensityEdge_GFP,Cytoplasm_Intensity_MinIntensity_GFP,Cytoplasm_Intensity_StdIntensityEdge_GFP,Cytoplasm_Intensity_StdIntensity_GFP,Cytoplasm_Intensity_UpperQuartileIntensity_GFP,Cytoplasm_Location_CenterMassIntensity_X_GFP,Cytoplasm_Location_CenterMassIntensity_Y_GFP,Cytoplasm_Location_CenterMassIntensity_Z_GFP,Cytoplasm_Location_Center_X,Cytoplasm_Location_Center_Y,Cytoplasm_Location_MaxIntensity_X_GFP,Cytoplasm_Location_MaxIntensity_Y_GFP,Cytoplasm_Location_MaxIntensity_Z_GFP,Cytoplasm_Math_IntensityRatio,Cytoplasm_Parent_Cells,Cytoplasm_Parent_Nuclei,Nuclei_Number_Object_Number,Nuclei_Children_Cells_Count,Nuclei_Children_Cytoplasm_Count,Nuclei_Correlation_Correlation_GFP_DNA,Nuclei_Correlation_Costes_DNA_GFP,Nuclei_Correlation_Costes_GFP_DNA,Nuclei_Correlation_K_DNA_GFP,Nuclei_Correlation_K_GFP_DNA,Nuclei_Correlation_Manders_DNA_GFP,Nuclei_Correlation_Manders_GFP_DNA,Nuclei_Correlation_Overlap_GFP_DNA,Nuclei_Correlation_RWC_DNA_GFP,Nuclei_Correlation_RWC_GFP_DNA,Nuclei_Intensity_IntegratedIntensityEdge_GFP,Nuclei_Intensity_IntegratedIntensity_GFP,Nuclei_Intensity_LowerQuartileIntensity_GFP,Nuclei_Intensity_MADIntensity_GFP,Nuclei_Intensity_MassDisplacement_GFP,Nuclei_Intensity_MaxIntensityEdge_GFP,Nuclei_Intensity_MaxIntensity_GFP,Nuclei_Intensity_MeanIntensityEdge_GFP,Nuclei_Intensity_MeanIntensity_GFP,Nuclei_Intensity_MedianIntensity_GFP,Nuclei_Intensity_MinIntensityEdge_GFP,Nuclei_Intensity_MinIntensity_GFP,Nuclei_Intensity_StdIntensityEdge_GFP,Nuclei_Intensity_StdIntensity_GFP,Nuclei_Intensity_UpperQuartileIntensity_GFP,Nuclei_Location_CenterMassIntensity_X_GFP,Nuclei_Location_CenterMassIntensity_Y_GFP,Nuclei_Location_CenterMassIntensity_Z_GFP,Nuclei_Location_Center_X,Nuclei_Location_Center_Y,Nuclei_Location_Center_Z,Nuclei_Location_MaxIntensity_X_GFP,Nuclei_Location_MaxIntensity_Y_GFP,Nuclei_Location_MaxIntensity_Z_GFP,Nuclei_Math_IntensityRatio
1,2,1,A012,1,1,560.289095519865,14.0160608622147,0,1,1,10.5647062286735,32.0549029493704,0.007843137718737,0.011764706112444,7.45553505774168,0.364705890417099,0.364705890417099,0.037731093673834,0.032248393309226,0.019607843831182,0.007843137718737,0.003921568859369,0.066983870441889,0.040214991701103,0.04313725605607,554.635674130401,13.0222657377247,0,562.042253521127,13.8752515090543,544,14,0,9.98664175682325,1,1,1,1,1,0.877964530235591,1,1,1.37229537599185,0.700606423531474,0.949109907471488,0.995834947737508,0.980529936005236,0.821647223369202,0.851848105367407,6.13725506141782,83.4117661640048,0.16078431904316,0.080392152070999,0.849735618297587,0.290196090936661,0.533333361148834,0.11579726530977,0.322053151212374,0.386274516582489,0.047058824449778,0.047058824449778,0.067230555432795,0.153131110649592,0.447058826684952,550.296191829637,14.9740009358197,0,551.119691119691,14.7644787644788,0,554,14,0,9.98664175682325
1,2,2,A012,2,1,525.722680412371,15.0340206185567,0,2,2,10.4235296929255,33.1450990298763,0.015686275437474,0.015686275437474,1.57432606428099,0.400000005960465,0.400000005960465,0.071394038992641,0.042712756481799,0.031372550874949,0.007843137718737,0.003921568859369,0.082168447977225,0.044372154512049,0.054901961237192,525.062115478189,15.1044723073963,0,526.545103092784,14.576030927835,514,15,0,7.29110200032008,2,2,2,1,1,0.922689235712579,1,1,1.35416138331661,0.70739581084564,0.932267591179287,0.98334503873917,0.978738008747543,0.797152256516806,0.824682136311128,6.36078448966146,82.2156889550388,0.10196078568697,0.211764715611935,1.8272527873163,0.360784322023392,0.639215707778931,0.120014801691726,0.311423064223632,0.313725501298904,0.050980392843485,0.050980392843485,0.068223386654801,0.203391269772224,0.521568655967712,521.048127843568,18.002432638449,0,522.416666666667,16.7916666666667,0,524,16,0,7.29110200032008
1,2,3,A012,3,1,257.310624493106,25.2781832927818,0,3,3,15.7294122669846,57.396080146078,0.023529412224889,0.015686275437474,4.09091355313167,0.368627458810806,0.368627458810806,0.075622174360503,0.056547862212885,0.04313725605607,0.007843137718737,0.003921568859369,0.101330235401579,0.060790229929026,0.0588235296309,254.659879742587,26.0851325453261,0,258.750738916256,26.064039408867,240,15,0,6.37620228454057,3,3,3,1,1,0.833388890621647,1,1,1.92293368039149,0.502679371447605,0.986866005029895,1,0.983167886881291,0.77790016090054,0.774781271040141,10.741176802665,107.447061251849,0.286274522542953,0.078431367874146,0.455601496124603,0.360784322023392,0.5686274766922,0.188441698292368,0.360560608227681,0.39215686917305,0.0588235296309,0.0588235296309,0.094012733423084,0.128397297482855,0.458823531866074,250.185517728436,21.6446950712396,0,250.637583892617,21.7013422818792,0,251,24,0,6.37620228454057
1,2,4,A012,4,1,77.7038288288288,16.3581081081081,0,4,4,5.14901984948665,50.6862763003446,0.007843137718737,0.00392156932503,15.2968083195345,0.086274512112141,0.094117648899555,0.011919027429367,0.020637734649978,0.011764706112444,0.007843137718737,0.003921568859369,0.009332018065805,0.017659404600225,0.027450980618596,95.4468857236787,10.330135443269,0,81.0154723127036,15.4022801302932,110,1,0,1.62543571989801,4,4,4,1,1,0.805378747561227,1,1,0.188106136322571,5.12053787886395,0.998011320199604,1,0.981429873341172,0.852942555224025,0.860853627574388,1.39607848133892,9.92941207904369,0.027450980618596,0.007843136787415,0.756978802652122,0.039215687662363,0.054901961237192,0.022886532480966,0.03354531107785,0.035294119268656,0.007843137718737,0.007843137718737,0.007351356035579,0.010165906590508,0.039215687662363,38.1074249741503,27.3613744080878,0,38.8412162162162,27.5472972972973,0,34,26,0,1.62543571989801
1,2,5,A012,5,1,398.281750266809,35.820704375667,0,5,5,9.32156893704086,35.5137266367674,0.019607843831182,0.019607843831182,2.18051022642385,0.380392163991928,0.380392163991928,0.051500380867629,0.045068181011126,0.04313725605607,0.007843137718737,0.003921568859369,0.069048076419318,0.037737379370183,0.0588235296309,396.62831272432,37.7706492831281,0,398.545685279188,36.7322335025381,388,31,0,6.33230855504477,5,5,5,1,1,0.9020373364806,1,1,0.972098472896101,0.984465540898743,0.935113808836044,0.983652979591093,0.978262464232633,0.874385677131049,0.920585172841306,4.62745113670826,64.2117663398385,0.095098040997982,0.166666656732559,1.13303750280543,0.286274522542953,0.607843160629272,0.087310398805816,0.28538562817706,0.307843148708343,0.035294119268656,0.035294119268656,0.05779167214075,0.176559351206989,0.439215689897537,395.783253955518,30.9680591287208,0,396.915555555555,31.0088888888889,0,401,33,0,6.33230855504477
1,2,6,A012,6,1,496.466474405191,31.8666186012978,0,6,6,5.30588256940246,17.1647065724246,0.007843137718737,0.003921568393707,5.1228735158783,0.086274512112141,0.086274512112141,0.018047219623818,0.01570421461338,0.011764706112444,0.007843137718737,0.003921568859369,0.01734048032261,0.012261300898512,0.015686275437474,501.250628224772,32.6189170468969,0,496.445562671546,30.8426349496798,512,43,0,2.36058156184264,6,6,6,1,1,0.871673526748005,1,1,0.150720165104762,6.29310825811815,0.94347788448035,0.989340247607507,0.97390878201488,0.696857819850024,0.745120863513244,1.16862749215215,14.2352945124731,0.015686275437474,0.015686273574829,1.49165006821193,0.050980392843485,0.078431375324726,0.018259804564878,0.037071079459565,0.04313725605607,0.011764706112444,0.011764706112444,0.00826729183081,0.018611487656551,0.050980392843485,495.016804414947,35.7573002807162,0,496.5078125,35.7135416666667,0,496,33,0,2.36058156184264
1,2,7,A012,7,1,213.93125,24.2331730769231,0,7,7,14.4901966005564,56.9294136078097,0.011764706112444,0.007843137718737,3.80096562833942,0.415686279535294,0.415686279535294,0.04404315076157,0.029527704153428,0.019607843831182,0.007843137718737,0.003921568859369,0.069257392053782,0.037114002649927,0.035294119268656,214.099676229249,26.5165667898335,0,212.748962655602,22.9636929460581,222,34,0,9.41052351845305,7,7,7,1,1,0.779509922672884,1,1,1.39875720596172,0.657191553883578,0.964670014446622,1,0.958776001833503,0.846770216365815,0.854684872479887,6.63921590894461,62.2431385815144,0.149019613862038,0.133333325386047,1.38191731228965,0.309803932905197,0.545098066329956,0.132784318178892,0.27787115438176,0.278431385755539,0.050980392843485,0.050980392843485,0.086053230947124,0.141322149550857,0.411764711141586,227.678490432884,40.0452369067627,0,229.026785714286,40.3482142857143,0,226,41,0,9.41052351845305
1,2,8,A012,8,1,293.4827099506,44.9809456598447,0,8,8,12.0470591261983,48.1607857570052,0.011764706112444,0.007843137718737,3.66395474697039,0.466666668653488,0.466666668653488,0.055773421880548,0.040167461015017,0.019607843831182,0.007843137718737,0.003921568859369,0.095154860990317,0.05236954993229,0.04313725605607,290.629183300818,43.6833319857435,0,293.665554628857,45.7339449541284,283,39,0,10.141079186263,8,8,8,1,1,0.835848767255646,1,1,1.57601169062613,0.596872114837844,0.998918802021225,0.98666017557179,0.96988526681932,0.797600176144124,0.766451900863328,9.00392177700996,120.980396650732,0.211764708161354,0.06470587849617,0.960999566475475,0.415686279535294,0.580392181873322,0.163707668672908,0.407341402864416,0.511764734983444,0.078431375324726,0.078431375324726,0.077319095936123,0.185873645463656,0.57156865298748,291.617082657626,40.7676175050417,0,292.572390572391,40.8720538720539,0,292,39,0,10.141079186263
1,2,9,A012,9,1,207.906127770535,43.4406779661017,0,9,9,11.8000003341585,38.1921579535119,0.015686275437474,0.019607844762504,1.9150464614836,0.39215686917305,0.39215686917305,0.076129034413926,0.058219752977915,0.031372550874949,0.007843137718737,0.003921568859369,0.103749014761639,0.068039336348463,0.082352943718433,209.527056136789,43.1263990114927,0,207.676829268293,43.6204268292683,206,48,0,5.33039864803571,9,9,9,1,1,0.796914150397935,1,1,1.74592979750449,0.54450911360228,1,1,0.975025479898335,0.832497676977093,0.816466467827986,8.24313748627901,52.7568637356162,0.205882355570793,0.094117641448975,0.798522492552855,0.368627458810806,0.501960813999176,0.19170087177393,0.310334492562448,0.341176480054855,0.098039217293263,0.098039217293263,0.087145666412028,0.12068207056106,0.419607847929001,208.510443769831,42.5397309105818,0,209.282352941176,42.3352941176471,0,208,43,0,5.33039864803571
1,2,10,A012,10,1,603.957004160888,35.4424410540915,0,10,10,8.92941205110401,37.964707151521,0.011764706112444,0.011764705181122,3.78270553986576,0.333333343267441,0.333333343267441,0.038159880560274,0.030106825655449,0.027450980618596,0.007843137718737,0.003921568859369,0.057987490227881,0.030277744207797,0.035294119268656,604.272905677149,38.0366697470341,0,604.122918318795,34.2569389373513,594,47,0,8.63586291579196,10,10,10,1,1,0.915196180669566,1,1,1.01515785142414,0.957528134609392,0.978009478666158,0.988104135368529,0.985922006960103,0.935750140122851,0.942013687839112,5.09019622206688,64.2196095399559,0.155882358551025,0.070588245987892,1.00576187064472,0.254901975393295,0.443137258291245,0.096041438152205,0.259998419190105,0.30588236451149,0.050980392843485,0.050980392843485,0.056934130645453,0.120050037772525,0.353921577334404,601.754824135464,43.881045433988,0,602.748987854251,43.7287449392713,0,597,44,0,8.63586291579196
-1,10,1,E02,1,1,291.555172413793,21.2681034482759,0,1,1,11.7372552379966,91.8274534456432,0.031372550874949,0.039215689525008,1.21471506482577,0.270588248968124,0.30588236451149,0.067455489873544,0.093320582769963,0.066666670143604,0.023529412224889,0.019607843831182,0.063372987366457,0.072346817849372,0.137254908680916,291.513751281893,23.421293140212,0,291.02337398374,22.3099593495935,294,30,0,1.20990636449599,1,1,1,1,1,-0.653292704122854,1,1,0.403571680556346,1.19949569305208,1,0.931386447077056,0.695760370145587,0.795535656180715,0.781416952211713,8.21176496148109,27.6627459228039,0.062745101749897,0.031372550874949,0.781296750277291,0.266666680574417,0.270588248968124,0.154938961537379,0.112909167031853,0.090196080505848,0.074509806931019,0.050980392843485,0.058134442281404,0.060657750561755,0.14509804546833,295.024666869235,16.04678196538,0,294.49387755102,15.4734693877551,0,295,26,0,1.20990636449599
-1,10,2,E02,2,1,381.808118081181,24.1411439114391,0,2,2,45.3529423102737,264.705888435245,0.180392161011696,0.10196079313755,2.76677372349949,0.458823531866074,0.576470613479614,0.256231312487422,0.287411388094728,0.294117659330368,0.10196078568697,0.066666670143604,0.092484099118069,0.11355935392999,0.384313732385635,384.298992590869,24.031955566624,0,381.643865363735,24.8099891422367,374,16,0,0.703596566606826,2,2,2,1,1,-0.667034809210797,1,1,1.16168629048957,0.446250639316274,1,1,0.720002256813074,0.893170542921744,0.763902453339191,16.3254904672503,47.1176481470466,0.118627451360226,0.033333338797093,1.06300659609614,0.486274510622025,0.486274510622025,0.333173274841844,0.202221665867153,0.147058829665184,0.117647059261799,0.086274512112141,0.113181791636894,0.113690727131923,0.269607856869698,383.712942130992,20.7634623477105,0,382.703862660944,20.4291845493562,0,387,30,0,0.703596566606826
-1,10,3,E02,3,1,336.400510204082,24.6492346938775,0,3,3,44.7490210589021,301.305891370401,0.078431375324726,0.098039217293263,5.48050303012366,0.631372570991516,0.635294139385223,0.200668255869516,0.228955844506384,0.164705887436867,0.023529412224889,0.023529412224889,0.204894831458754,0.177470312533972,0.345098048448563,340.433732890163,25.372873646016,0,335.259878419453,23.5653495440729,349,22,0,1.56664971881991,3,3,3,1,1,-0.734214832564945,1,0.999242598880634,1.32852849866863,0.366093922058958,1,0.96645135758368,0.69739960470644,0.839115680298036,0.580999994256809,30.8392169103026,119.086278326809,0.219607844948769,0.105882346630096,0.840256176213772,0.635294139385223,0.635294139385223,0.531710636384528,0.358693609418101,0.294117659330368,0.090196080505848,0.090196080505848,0.142576332622155,0.167336474320235,0.545098066329956,342.733526528031,29.6378634654301,0,342.259036144578,30.3313253012048,0,346,23,0,1.56664971881991
-1,10,4,E02,4,1,107.149436090226,26.3693609022556,0,4,4,20.4156867973506,177.09020104818,0.039215687662363,0.039215687662363,4.54229553818665,0.298039227724075,0.309803932905197,0.094956682778375,0.092138502106233,0.070588238537312,0.023529412224889,0.019607843831182,0.078178416826448,0.060288523635048,0.141176477074623,108.468709865548,30.1971300744313,0,107.390738813736,25.7845993756504,97,21,0,1.52150431018947,4,4,4,1,1,-0.651678828632384,1,0.99712330130012,0.379669881012353,1.7145929951279,1,0.756670964745705,0.806832893754849,0.732215068362853,0.59478953417227,9.69019627571106,39.5333341211081,0.098039217293263,0.023529410362244,0.802815422355996,0.26274511218071,0.321568638086319,0.179448079179834,0.140189128089036,0.117647059261799,0.109803922474384,0.082352943718433,0.040332217970859,0.050340498916923,0.180392161011696,105.663922210493,31.4206923847428,0,104.960992907801,31.8085106382979,0,102,23,0,1.52150431018947
