"Label","Image_Metadata_Well","ImageNumber","ObjectNumber","Children_SpklPerObject_Count","Intensity_IntegratedIntensityEdge_CorrDNA","Intensity_IntegratedIntensityEdge_CorrGFP","Intensity_IntegratedIntensityEdge_SpecklesGFP","Intensity_IntegratedIntensity_CorrDNA","Intensity_IntegratedIntensity_CorrGFP","Intensity_IntegratedIntensity_SpecklesGFP","Intensity_LowerQuartileIntensity_CorrDNA","Intensity_LowerQuartileIntensity_CorrGFP","Intensity_LowerQuartileIntensity_SpecklesGFP","Intensity_MADIntensity_CorrDNA","Intensity_MADIntensity_CorrGFP","Intensity_MADIntensity_SpecklesGFP","Intensity_MassDisplacement_CorrDNA","Intensity_MassDisplacement_CorrGFP","Intensity_MassDisplacement_SpecklesGFP","Intensity_MaxIntensityEdge_CorrDNA","Intensity_MaxIntensityEdge_CorrGFP","Intensity_MaxIntensityEdge_SpecklesGFP","Intensity_MaxIntensity_CorrDNA","Intensity_MaxIntensity_CorrGFP","Intensity_MaxIntensity_SpecklesGFP","Intensity_MeanIntensityEdge_CorrDNA","Intensity_MeanIntensityEdge_CorrGFP","Intensity_MeanIntensityEdge_SpecklesGFP","Intensity_MeanIntensity_CorrDNA","Intensity_MeanIntensity_CorrGFP","Intensity_MeanIntensity_SpecklesGFP","Intensity_MedianIntensity_CorrDNA","Intensity_MedianIntensity_CorrGFP","Intensity_MedianIntensity_SpecklesGFP","Intensity_MinIntensityEdge_CorrDNA","Intensity_MinIntensityEdge_CorrGFP","Intensity_MinIntensityEdge_SpecklesGFP","Intensity_MinIntensity_CorrDNA","Intensity_MinIntensity_CorrGFP","Intensity_MinIntensity_SpecklesGFP","Intensity_StdIntensityEdge_CorrDNA","Intensity_StdIntensityEdge_CorrGFP","Intensity_StdIntensityEdge_SpecklesGFP","Intensity_StdIntensity_CorrDNA","Intensity_StdIntensity_CorrGFP","Intensity_StdIntensity_SpecklesGFP","Intensity_UpperQuartileIntensity_CorrDNA","Intensity_UpperQuartileIntensity_CorrGFP","Intensity_UpperQuartileIntensity_SpecklesGFP","Location_CenterMassIntensity_X_CorrDNA","Location_CenterMassIntensity_X_CorrGFP","Location_CenterMassIntensity_X_SpecklesGFP","Location_CenterMassIntensity_Y_CorrDNA","Location_CenterMassIntensity_Y_CorrGFP","Location_CenterMassIntensity_Y_SpecklesGFP","Location_CenterMassIntensity_Z_CorrDNA","Location_CenterMassIntensity_Z_CorrGFP","Location_CenterMassIntensity_Z_SpecklesGFP","Location_Center_X","Location_Center_Y","Location_Center_Z","Location_MaxIntensity_X_CorrDNA","Location_MaxIntensity_X_CorrGFP","Location_MaxIntensity_X_SpecklesGFP","Location_MaxIntensity_Y_CorrDNA","Location_MaxIntensity_Y_CorrGFP","Location_MaxIntensity_Y_SpecklesGFP","Location_MaxIntensity_Z_CorrDNA","Location_MaxIntensity_Z_CorrGFP","Location_MaxIntensity_Z_SpecklesGFP","Number_Object_Number","Parent_Nuclei"
"Negative","O04",1,11,0,13.8036601310596,31.8077254965901,9.27217607200146,539.792657343671,732.872023504227,199.446910001338,0.050980392843485,0.114788779988885,0.016904525458813,0.013123404234648,0.024066958576441,0.019557546824217,3.11157615936056,1.76534025363005,0.825943917189599,0.093841083347797,0.234156042337418,0.117580816149712,0.560611128807068,0.322475492954254,0.188195511698723,0.057276598054189,0.131982263471328,0.038473759634861,0.102915663935876,0.139727745186697,0.038026102955451,0.063766494393349,0.138126090168953,0.036605402827263,0.007745833136141,0.062870785593987,0,0.007745833136141,0.023666322231293,0,0.013435875117677,0.029697416853884,0.026172838743439,0.112108200297964,0.036636623590252,0.026599383734421,0.079568482935429,0.162938639521599,0.056008031591773,81.6041482719615,83.992256089728,82.7788990268135,129.723746457819,131.287854867278,131.768747511023,0,0,0,82.8049571020019,132.594280266921,0,79,78,78,138,147,147,0,0,0,11,11
"Negative","O04",1,12,0,10.854047100991,29.2981068491936,3.48016142100096,339.977365985513,515.135222874582,74.2874426245689,0.045790383592248,0.120499154552817,0.008452413603663,0.008831983432174,0.012990564107895,0.010017655789852,3.56221087472723,0.626879319139982,1.53831188511571,0.077626749873161,0.211593076586723,0.055263012647629,0.585568428039551,0.217449083924294,0.083485990762711,0.04978920688528,0.13439498554676,0.015964043215601,0.088420641348638,0.133975350552557,0.019320531241761,0.053325859829784,0.132800713181496,0.018491998314858,0.019341483712196,0.080018684267998,0,0.016535308212042,0.075915075838566,0,0.009379260799708,0.027054206170045,0.01332993358219,0.109824971613676,0.019699796906572,0.013791391674058,0.063783295452595,0.146420821547508,0.02844262868166,472.158776212802,475.031140080892,475.983702015188,136.404963224022,137.780487807517,135.970473598538,0,0,0,475.56410923277,137.450455136541,0,469,467,467,137,171,124,0,0,0,12,12
"Negative","O04",1,13,10,10.1319172624499,35.0109119638801,2.94574730843306,290.239605778828,596.578896917403,46.615338422358,0.046649884432554,0.158639296889305,0.001740153878927,0.012535866349936,0.039755821228027,0.012454345822334,2.11957605996628,3.53202322641378,0.729916075572897,0.087912447750568,0.393555283546448,0.072412699460983,0.535447537899017,0.399240970611572,0.102747917175293,0.050914157097738,0.175934230974272,0.014802750293634,0.102703328301072,0.211103643636731,0.01649516575455,0.056705426424742,0.194394186139107,0.013896986842156,0.021984741091728,0.100889831781387,0,0.019219726324082,0.087228551506996,0,0.010768764861526,0.05906223163877,0.014051314612502,0.118029431873176,0.069477327170685,0.01534530597506,0.076094884425402,0.243952497839928,0.026584357023239,435.822227724914,436.406038444776,433.105048979701,146.980131610345,149.796539382954,147.132636905926,0,0,0,433.757607926398,147.45966029724,0,440,449,425,152,162,134,0,0,0,13,13
"Negative","O04",1,14,0,10.5773954726756,32.0620639026165,4.14642357826233,368.808823281899,647.372507482767,74.7831170633435,0.04810157045722,0.149542860686779,0.008151389658451,0.009649340063334,0.019066788256168,0.010439477860928,3.53985824264813,1.20294153233916,1.21895491650836,0.083446256816387,0.223933964967728,0.057106837630272,0.52233499288559,0.246654763817787,0.072942525148392,0.050129836363391,0.151952909491073,0.019651296579442,0.095670252472607,0.16793061153898,0.019398992753137,0.056382048875094,0.172107718884945,0.017938107252121,0.012166116386652,0.096392571926117,0,0.012166116386652,0.081534363329411,0,0.009285387930908,0.029668749937951,0.014047982818594,0.109563617616741,0.029580829128364,0.014201782141798,0.068822802975774,0.189256194978952,0.028907213360071,347.588992297308,345.214897882882,343.868605969336,167.828236518922,168.027148583807,167.325999496356,0,0,0,344.117250324254,168.519325551232,0,350,360,354,170,169,136,0,0,0,14,14
"Negative","O04",1,15,4,11.498036484234,30.5324531719089,5.450743496418,367.233825837728,680.266128245741,93.5489449650049,0.04789418168366,0.12453830987215,0.007609941065311,0.011431120336056,0.026588469743729,0.013965412974358,2.65328331582248,2.38507421019651,1.54613428058528,0.102860622107983,0.29889190196991,0.07545717805624,0.613045930862427,0.502829313278198,0.153183817863464,0.053231650389972,0.141353949869948,0.025234923594528,0.091946376023467,0.170322015084061,0.023422369795945,0.058036290109158,0.145203948020935,0.021353214979172,0.015130241401494,0.073016852140427,0,0.007803555112332,0.050866361707449,0,0.012089310278945,0.03584270445112,0.017986249477243,0.110621320291472,0.065817623823334,0.018665897307481,0.072032123804093,0.199286743998528,0.035632535815239,227.277507316418,227.424778792046,227.793513599834,164.711106964797,164.486629157312,161.137986929177,0,0,0,228.637956935403,162.433149724587,0,224,223,223,168,176,176,0,0,0,15,15
"Negative","O04",1,16,0,11.7541821785271,30.6406307145953,6.25208968669176,376.860417672433,588.257272738963,107.67487128824,0.047833007760346,0.126536875963211,0.012150501832366,0.011764705181122,0.019974984228611,0.01400401443243,3.22833196384632,1.87107916981887,1.36197266191562,0.094117648899555,0.21130034327507,0.09302245080471,0.542699337005615,0.259620249271393,0.106592439115047,0.053672064742133,0.139911555774408,0.028548354733752,0.094569740946658,0.147617885254445,0.027020042983247,0.0588235296309,0.146944746375084,0.025489408522844,0.018251596018672,0.078613497316837,0,0.007843137718737,0.060693006962538,0,0.012112056894102,0.024518125172843,0.018132776742913,0.106546675591898,0.029461751061309,0.018926309736867,0.073667921125889,0.166483640670776,0.040140010416508,172.224365775218,171.269324483972,169.232947551741,183.165795050936,180.888143668465,180.117261400262,0,0,0,169.486323713927,181.455457967378,0,171,180,140,193,169,199,0,0,0,16,16
"Negative","O04",1,17,2,9.66498843953013,33.3727504462004,2.8774723559618,311.340007530525,564.237176850438,53.4184098169208,0.048956845887005,0.162239789962769,0.005838122218847,0.011003382503986,0.021178402006626,0.010251604020596,0.242811212542439,1.44764982986551,0.177342005483651,0.080112047493458,0.279976189136505,0.059195041656494,0.502517640590668,0.306609302759171,0.095812112092972,0.051137504971059,0.176575399186245,0.015224721460115,0.102246307891798,0.185299565468124,0.017542991729695,0.058009607717395,0.184730596840382,0.016004912555218,0.01748763024807,0.105986848473549,0,0.016637371852994,0.099807493388653,0,0.008902518825067,0.040893274757042,0.013488666630849,0.112100188451697,0.033108642916244,0.014098467369001,0.074723629280925,0.204592745751142,0.026366084814072,392.549160832621,392.872191775067,392.331453882285,185.04181741259,186.204954090405,184.952626756943,0,0,0,392.449589490969,184.820361247947,0,389,394,394,192,179,179,0,0,0,17,17
"Negative","O04",1,18,1,9.92214762046933,36.3114183172584,3.51143969595432,322.549593824893,616.539956063032,64.7600199431181,0.043887729756534,0.13619127869606,0.006235072389245,0.010702492669225,0.021939381957054,0.009643275290728,4.09632745993024,2.88153658729308,0.701241340545378,0.074187368154526,0.393125981092453,0.055536940693855,0.391002893447876,0.393125981092453,0.069135382771492,0.04840072009985,0.177128869840285,0.017128974126607,0.084903815168437,0.162290064770474,0.017046596457783,0.052351536229253,0.155681155622005,0.016376819461584,0.021447584033012,0.086356766521931,0,0.013489591889083,0.06975094974041,0,0.010466562901603,0.061971166537099,0.012869607829471,0.084871341831353,0.043768612111027,0.012841966722633,0.065906142815948,0.18138724192977,0.025753257796168,442.080566295543,444.302022426553,444.935767210442,207.178077898793,206.657722480698,209.184497941553,0,0,0,445.636483285075,209.211634640695,0,437,462,432,203,180,209,0,0,0,18,18
"Negative","O04",1,19,0,10.7551331194118,29.9346685856581,4.01437454670668,379.633630626835,575.615936055779,78.0848188623786,0.049841735512018,0.132708914577961,0.009007841348648,0.010718107223511,0.012356020510197,0.009927898645401,2.90956423319877,0.485473134594839,1.287570141075,0.081244513392449,0.21248771250248,0.056049846112728,0.492631077766418,0.21248771250248,0.072625160217285,0.04979228296024,0.138586428637306,0.018585067345864,0.095649692775721,0.145027950631338,0.019673675702287,0.059124210849404,0.145101062953472,0.0187774784863,0.009322752244771,0.092037692666054,0,0.009322752244771,0.080692298710346,0,0.010377557946714,0.022141762755019,0.01353977035936,0.104941321826075,0.01837506950291,0.013734500428095,0.072298726066947,0.157437067478895,0.028895385563374,279.019818354868,281.177410270078,281.362621776853,221.595202388059,220.410523171206,218.737024217518,0,0,0,281.466364323507,220.020408163265,0,282,251,271,222,250,196,0,0,0,19,19
"Negative","O04",1,20,8,10.0251783244312,29.6079893112183,3.37160950154066,297.443463738076,463.398192413151,45.155472971499,0.052086684852839,0.138193018734455,0.003432609140873,0.014686055481434,0.055264726281166,0.013109721243382,3.27519438107964,2.6806554857664,1.05736442681903,0.079880103468895,0.299834012985229,0.064220309257507,0.675568044185638,0.445533603429794,0.10631588101387,0.055083397386985,0.162681259951749,0.018525326931542,0.128319009377945,0.199912938918529,0.019480359349223,0.063688591122627,0.187789678573608,0.016874581575394,0.031970340758562,0.09732086956501,0,0.007130149751902,0.081474088132382,0,0.00999950575492,0.040545557568506,0.014725611811953,0.156436507254267,0.069847199028472,0.017642141059896,0.092661704868078,0.254145383834839,0.029878675937653,235.272175938803,234.400436231925,232.454192562202,220.950975018851,220.876234739232,217.684851271029,0,0,0,233.004745470233,218.587575496117,0,236,240,240,224,233,233,0,0,0,20,20
"Negative","O04",1,21,0,6.23483910039067,16.3777686245739,4.05143012106419,250.853918532142,360.062810687348,84.0773867852986,0.045131167396903,0.121033076196909,0.015826869755983,0.01275972276926,0.022194959223271,0.016302071511746,4.80797189992262,1.31075683997059,1.40509042243763,0.084513418376446,0.22285033762455,0.107254654169083,0.510572075843811,0.283246755599976,0.119386836886406,0.049878712803125,0.131022148996592,0.032411440968514,0.100261358326196,0.143909996277917,0.033604071456954,0.055812224745751,0.143801271915436,0.033349998295307,0.026509342715144,0.03706468641758,0,0.003845500992611,0.030371060594916,0,0.012535642597254,0.030403298726705,0.024006812664803,0.112544135867635,0.032486332263406,0.022696098334803,0.07450145855546,0.165374860167503,0.048947487026453,10.7726141574411,13.8220645280615,14.9426346597613,219.231493703157,217.498302128046,215.287948380379,0,0,0,14.8541167066347,216.690247801759,0,6,13,13,227,224,224,0,0,0,21,21
"Negative","O04",1,22,0,10.1148212887347,27.3118309825659,4.14902092516422,313.079672477208,460.596007801592,72.8724163621664,0.046666212379932,0.124062515795231,0.009820640087128,0.011739000678063,0.019936740398407,0.012290321290493,1.9705810551737,1.93548518954387,0.325937657394737,0.089406311511994,0.208507493138313,0.060937330126762,0.56857305765152,0.284489333629608,0.100318908691406,0.051344270501191,0.138638735952111,0.021061019924692,0.09958004849784,0.146500002481423,0.023178249479061,0.056333407759667,0.14314441382885,0.021946527063847,0.016793940216303,0.067851588129997,0,0.014053207822144,0.05493002012372,0,0.011217410055762,0.02620284455798,0.015479522122782,0.117997810056376,0.032448239619705,0.016762173827652,0.074268721044064,0.164474919438362,0.034373238682747,175.720671235802,175.772298503046,174.048748573711,234.597738413167,234.712346188495,236.169042002653,0,0,0,174.261450381679,235.922073791349,0,177,181,181,228,220,220,0,0,0,22,22
"Negative","O04",1,23,3,10.1794110033661,30.2875384017825,5.78486211597919,294.002261300571,536.856984548271,91.6361178010702,0.046736355870962,0.141702935099602,0.01154001057148,0.012495182454586,0.024823546409607,0.01609979569912,1.56546123552842,2.25692191339873,0.679179554286175,0.080444380640984,0.247554123401642,0.082622975111008,0.461694657802582,0.324624925851822,0.10571813583374,0.049655663431054,0.147744089764793,0.028218839590143,0.093274829092821,0.170322647382066,0.029072372398817,0.05732761323452,0.163446351885796,0.028077512979508,0.023517997935414,0.054971992969513,0,0.013742911629379,0.054971992969513,0,0.011100319113033,0.02661312977784,0.019948270294293,0.095675010711085,0.041211120434958,0.021082503854061,0.075469970703125,0.193694770336151,0.043611958622933,50.0883693400642,50.8771263829828,48.5041272211153,235.942612124784,233.274019603186,234.442692310381,0,0,0,49.1310279187817,234.703997461929,0,51,61,25,239,229,245,0,0,0,23,23
"Negative","O04",1,24,2,10.121591668576,35.3728784248233,3.51372826099396,373.439458994195,698.702402628958,63.6329678371549,0.04850210249424,0.16643163561821,0.005778223276138,0.009953245520592,0.020728945732117,0.010229334235191,1.16578707943124,1.03740295129267,0.828405212701998,0.077835574746132,0.290890961885452,0.056651696562767,0.529707491397858,0.290890961885452,0.076156958937645,0.04986005748067,0.174250632634597,0.017309006211793,0.10017152870016,0.187420172379012,0.017068929140868,0.056360680609942,0.186500832438469,0.015976265072823,0.021998777985573,0.103290788829327,0,0.018493665382266,0.102593466639519,0,0.009133860203215,0.034746391539261,0.01304405912229,0.117856967147589,0.029783760060181,0.013312693570689,0.069445185363293,0.208221107721329,0.026238515973091,341.06555946273,340.92934575234,339.622969084883,240.382250899403,238.996923843066,239.025513393277,0,0,0,340.141362660944,239.671673819742,0,338,373,335,242,223,270,0,0,0,24,24
